iter	Passed	Remaining
177	238	1101
178	239	1096
179	239	1091
180	239	1085
181	240	1080
182	240	1075
183	241	1070
184	242	1066
185	242	1061
186	243	1057
187	243	1052
188	244	1048
189	244	1044
190	245	1039
191	246	1035
192	246	1031
193	247	1027
194	247	1023
195	248	1019
196	249	1015
197	249	1011
198	250	1007
199	250	1003
200	251	999
201	252	995
202	252	991
203	253	987
204	253	983
205	254	979
206	254	975
207	255	972
208	255	968
209	256	964
210	256	960
211	257	956
212	257	952
213	258	949
214	258	945
215	259	941
216	260	938
217	260	934
218	261	930
219	261	927
220	262	923
221	262	920
222	263	916
223	263	913
224	264	909
225	264	906
226	265	902
227	265	899
228	266	896
229	266	892
230	267	889
231	267	886
232	268	882
233	268	879
234	269	876
235	269	873
236	270	869
237	270	866
238	271	863
239	271	860
240	272	857
241	272	854
242	273	851
243	273	848
244	274	845
245	274	842
246	275	839
247	275	836
248	276	833
249	276	830
250	277	827
251	277	824
252	278	822
253	278	819
254	279	816
255	279	813
256	280	810
257	280	808
258	281	805
259	282	802
260	282	799
261	282	797
262	283	794
263	284	791
264	284	789
265	285	786
266	285	784
267	286	781
268	286	778
269	287	776
270	287	773
271	288	771
272	288	768
273	289	766
274	289	763
275	290	761
276	290	758
277	291	756
278	291	753
279	292	751
280	292	749
281	293	747
282	294	745
283	294	742
284	295	740
285	295	738
286	296	736
287	296	733
288	297	731
289	297	729
290	298	727
291	299	725
292	299	723
293	300	720
294	300	718
295	301	716
296	301	714
297	302	712
298	302	709
299	303	707
300	303	705
301	304	703
302	304	701
303	305	698
304	305	696
305	306	694
306	306	692
307	307	690
308	307	688
309	308	686
310	308	684
311	309	682
312	309	680
313	310	677
314	310	675
315	311	673
316	311	671
317	312	669
318	312	667
319	313	665
320	313	663
321	314	661
322	314	659
323	315	657
324	315	655
325	316	653
326	316	652
327	317	650
328	317	648
329	318	646
330	318	644
331	319	642
332	319	640
333	320	639
334	321	637
335	321	635
336	322	633
337	322	632
338	323	630
339	323	628
340	324	626
341	324	624
342	325	623
343	325	621
344	326	619
345	326	617
346	327	616
347	327	614
348	328	612
349	329	611
350	329	609
351	330	607
352	330	606
353	331	604
354	331	602
355	332	601
356	332	599
357	333	597
358	333	596
359	334	594
360	335	593
361	335	591
362	336	590
363	336	588
364	337	587
365	337	585
366	338	583
367	339	582
368	339	580
369	340	579
370	340	577
371	341	576
372	341	574
373	342	572
374	342	571
375	343	569
376	343	568
377	344	566
378	344	565
379	345	563
380	345	561
381	346	560
382	346	558
383	347	557
384	347	555
385	348	554
386	349	552
387	349	551
388	350	549
389	350	548
390	351	546
391	351	545
392	352	543
393	352	542
394	353	540
395	353	539
396	354	537
397	354	536
398	355	534
399	355	533
400	356	532
401	356	530
402	357	529
403	357	527
404	358	526
405	358	524
406	359	523
407	359	522
408	360	520
409	360	519
410	361	518
411	362	516
412	362	515
413	363	513
414	363	512
415	364	511
416	364	509
417	365	508
418	365	507
419	366	505
420	366	504
421	367	502
422	367	501
423	368	500
424	368	498
425	369	497
426	369	496
427	370	494
428	370	493
429	371	492
430	371	490
431	372	489
432	372	488
433	373	486
434	373	485
435	374	484
436	374	482
437	375	481
438	376	480
439	376	479
440	377	478
441	378	477
442	378	476
443	379	475
444	380	474
445	380	473
446	381	471
447	382	470
448	382	469
449	383	468
450	384	467
451	385	466
452	385	465
453	386	464
454	387	463
455	387	462
456	388	461
457	389	460
458	389	459
459	390	458
460	391	457
461	392	456
462	392	455
463	393	454
464	394	453
465	394	452
466	395	451
467	396	450
468	396	449
469	397	448
470	398	447
471	399	446
472	399	445
473	400	444
474	401	443
475	401	442
476	402	441
477	403	440
478	403	439
479	404	438
480	405	437
481	406	436
482	406	435
483	407	434
484	408	433
485	409	432
486	409	431
487	410	430
488	411	429
489	412	428
490	412	427
491	413	426
492	414	425
493	414	424
494	415	423
495	416	422
496	416	421
497	417	420
498	418	419
499	418	418
500	419	417
501	420	416
502	420	415
503	421	414
504	422	413
505	422	412
506	423	411
507	424	410
508	424	409
509	425	408
510	426	407
511	426	406
512	427	406
513	428	404
514	429	404
515	429	403
516	430	402
517	431	401
518	431	400
519	432	399
520	433	398
521	434	397
522	435	396
523	435	395
524	436	394
525	437	394
526	438	393
527	438	392
528	439	391
529	440	390
530	441	389
531	441	388
532	442	387
533	443	386
534	443	385
535	444	385
536	445	384
537	446	383
538	447	382
539	447	381
540	448	380
541	449	379
542	449	378
543	450	377
544	451	376
545	451	375
546	452	374
547	453	373
548	453	372
549	454	372
550	455	371
551	455	370
552	456	369
553	457	368
554	458	367
555	458	366
556	459	365
557	460	364
558	461	363
559	461	362
560	462	361
561	463	361
562	464	360
563	464	359
564	465	358
565	466	357
566	467	356
567	467	355
568	468	354
569	469	353
570	469	352
571	470	351
572	471	351
573	471	350
574	472	349
575	473	348
576	473	347
577	474	346
578	475	345
579	476	344
580	476	343
581	477	342
582	478	342
583	478	341
584	479	340
585	480	339
586	481	338
587	481	337
588	482	336
589	483	335
590	483	334
591	484	333
592	485	332
593	485	332
594	486	331
595	487	330
596	487	329
597	488	328
598	489	327
599	490	326
600	491	326
601	491	325
602	492	324
603	493	323
604	493	322
605	494	321
606	495	320
607	495	319
608	496	318
609	497	317
610	498	317
611	498	316
612	499	315
613	500	314
614	500	313
615	501	312
616	502	311
617	503	311
618	503	310
619	504	309
620	505	308
621	505	307
622	506	306
623	507	305
624	508	304
625	508	303
626	509	303
627	510	302
628	510	301
629	511	300
630	512	299
631	513	298
632	513	297
633	514	297
634	515	296
635	515	295
636	516	294
637	517	293
638	518	292
639	518	291
640	519	290
641	520	289
642	520	289
643	521	288
644	522	287
645	522	286
646	523	285
647	524	284
648	524	283
649	525	283
650	526	282
651	526	281
652	527	280
653	528	279
654	528	278
655	529	277
656	530	276
657	530	275
658	531	275
659	532	274
660	533	273
661	533	272
662	534	271
663	535	270
664	536	270
665	536	269
666	537	268
667	538	267
668	538	266
669	539	265
670	540	264
671	540	264
672	541	263
673	542	262
674	543	261
675	543	260
676	544	259
677	545	258
678	546	258
679	546	257
680	547	256
681	548	255
682	548	254
683	549	253
684	550	252
685	550	252
686	551	251
687	551	250
688	552	249
689	553	248
690	553	247
691	554	246
692	555	246
693	556	245
694	556	244
695	557	243
696	558	242
697	558	241
698	559	240
699	560	240
700	561	239
701	561	238
702	562	237
703	563	236
704	564	236
705	564	235
706	565	234
707	566	233
708	566	232
709	567	231
710	568	231
711	569	230
712	569	229
713	570	228
714	571	227
715	571	226
716	572	225
717	573	225
718	573	224
719	574	223
720	575	222
721	576	221
722	576	221
723	577	220
724	578	219
725	579	218
726	579	217
727	580	216
728	581	216
729	582	215
730	582	214
731	583	213
732	584	212
733	584	211
734	585	211
735	586	210
736	586	209
737	587	208
738	588	207
739	589	207
740	589	206
741	590	205
742	591	204
743	592	203
744	592	202
745	593	202
746	594	201
747	595	200
748	595	199
749	596	198
750	597	198
751	598	197
752	598	196
753	599	195
754	600	194
755	601	194
756	602	193
757	602	192
758	603	191
759	604	190
760	605	190
761	606	189
762	606	188
763	607	187
764	608	186
765	609	186
766	609	185
767	610	184
768	611	183
769	612	182
770	612	181
771	613	181
772	614	180
773	614	179
774	615	178
775	616	177
776	617	177
777	617	176
778	618	175
779	619	174
780	619	173
781	620	172
782	621	172
783	621	171
784	622	170
785	623	169
786	624	168
787	624	168
788	625	167
789	626	166
790	627	165
791	627	164
792	628	164
793	629	163
794	630	162
795	630	161
796	631	160
797	632	160
798	632	159
799	633	158
800	634	157
801	635	156
802	635	155
803	636	155
804	637	154
805	637	153
806	638	152
807	639	151
808	639	151
809	640	150
810	641	149
811	641	148
812	642	147
813	643	147
814	644	146
815	644	145
816	645	144
817	646	143
818	646	142
819	647	142
820	648	141
821	648	140
822	649	139
823	650	138
824	651	138
825	651	137
826	652	136
827	653	135
828	653	134
829	654	134
830	655	133
831	655	132
832	656	131
833	657	130
834	657	129
835	658	129
836	659	128
837	660	127
838	660	126
839	661	125
840	662	125
841	662	124
842	663	123
843	664	122
844	664	121
845	665	121
846	666	120
847	666	119
848	667	118
849	668	117
850	668	117
851	669	116
852	670	115
853	670	114
854	671	113
855	672	113
856	673	112
857	673	111
858	674	110
859	675	109
860	675	109
861	676	108
862	676	107
863	677	106
864	678	105
865	679	105
866	679	104
867	680	103
868	681	102
869	681	101
870	682	101
871	683	100
872	684	99
873	684	98
874	685	97
875	686	97
876	686	96
877	687	95
878	688	94
879	688	93
880	689	93
881	690	92
882	690	91
883	691	90
884	692	89
885	692	89
886	693	88
887	694	87
888	695	86
889	695	85
890	696	85
891	697	84
892	697	83
893	698	82
894	699	82
895	700	81
896	700	80
897	701	79
898	702	78
899	702	78
900	703	77
901	704	76
902	705	75
903	705	74
904	706	74
905	707	73
906	707	72
907	708	71
908	709	70
909	709	70
910	710	69
911	711	68
912	711	67
913	712	67
914	713	66
915	713	65
916	714	64
917	715	63
918	716	63
919	716	62
920	717	61
921	718	60
922	719	59
923	719	59
924	720	58
925	721	57
926	722	56
927	722	56
928	723	55
929	724	54
930	724	53
931	725	52
932	726	52
933	726	51
934	727	50
935	728	49
936	728	49
937	729	48
938	730	47
939	731	46
940	731	45
941	732	45
942	733	44
943	734	43
944	734	42
945	735	41
946	736	41
947	736	40
948	737	39
949	738	38
950	739	38
951	740	37
952	740	36
953	741	35
954	742	34
955	742	34
956	743	33
957	744	32
958	745	31
959	746	31
960	746	30
961	747	29
962	748	28
963	749	27
964	749	27
965	750	26
966	751	25
967	752	24
968	752	24
969	753	23
970	753	22
971	754	21
972	755	20
973	756	20
974	756	19
975	757	18
976	758	17
977	758	17
978	759	16
979	760	15
980	760	14
981	761	13
982	762	13
983	763	12
984	763	11
985	764	10
986	765	10
987	765	9
988	766	8
989	767	7
990	767	6
991	768	6
992	769	5
993	770	4
994	770	3
995	771	3
996	772	2
997	773	1
998	773	0
999	774	0
